mode,step,ckpt_name,episode_idx,outcome,n_steps,cps_episode,reach,collision,oob,stuck,timeout,infeasible_step_frac,empty_step_frac,singular_step_frac,saturation_step_frac,min_window_displacement,mean_proj_mag,max_h,traj_path_len,angrate_at_reach,collision_cause,band_crossings,first_crossing_step
final,159912,ppo_rev12_114505,17,goal,55,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,-1.0,4.475906848907471,0.2779790163040161,,0,-1
final,159912,ppo_rev12_114505,18,goal,75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6150317192077637,0.0,-1.0,6.232182502746582,0.2730519473552704,,0,-1
final,159912,ppo_rev12_114505,19,goal,115,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026086956521739132,3.476020097732544,0.0,-1.0,11.579251289367676,0.2957545518875122,,0,-1
final,159912,ppo_rev12_114505,20,goal,63,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.196584224700928,0.0,-1.0,6.627498626708984,0.29568129777908325,,0,-1
final,159912,ppo_rev12_114505,21,goal,97,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.149075031280518,0.0,-1.0,9.149198532104492,0.2653314471244812,,0,-1
final,159912,ppo_rev12_114505,22,goal,94,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78999662399292,0.0,-0.6687992811203003,7.660979270935059,0.25209057331085205,,0,-1
final,159912,ppo_rev12_114505,23,goal,51,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,-1.0,4.686200141906738,0.27107930183410645,,0,-1
final,159912,ppo_rev12_114505,24,goal,146,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4317753314971924,0.0,-0.5315015316009521,12.957244873046875,0.266323059797287,,0,-1
final,159912,ppo_rev12_114505,25,goal,66,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.872325897216797,0.0,-1.0,6.476435661315918,0.2731397747993469,,0,-1
final,159912,ppo_rev12_114505,26,goal,102,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7991232872009277,0.0,-1.0,8.667414665222168,0.28073474764823914,,0,-1
final,159912,ppo_rev12_114505,27,goal,87,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6995906829833984,0.0,-1.0,6.836639404296875,0.26791709661483765,,0,-1
final,159912,ppo_rev12_114505,28,goal,131,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030534351145038167,3.37614107131958,0.0,-0.434688925743103,11.844493865966797,0.2902870774269104,,0,-1
final,159912,ppo_rev12_114505,29,goal,93,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.410844802856445,0.0,-1.0,9.824766159057617,0.27961671352386475,,0,-1
final,159912,ppo_rev12_114505,30,goal,63,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.553838729858398,0.0,-1.0,6.276914596557617,0.24921590089797974,,0,-1
final,159912,ppo_rev12_114505,31,goal,94,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.493937015533447,0.0,0.36490076780319214,10.347420692443848,0.2302033007144928,,0,-1
final,159912,ppo_rev12_114505,32,goal,79,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1179685592651367,0.0,-0.05256354808807373,7.535732746124268,0.07627933472394943,,0,-1
final,159912,ppo_rev12_114505,33,goal,108,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.707560420036316,0.0,-1.0,7.478129863739014,0.10082259774208069,,0,-1
final,159912,ppo_rev12_114505,34,goal,76,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.728714942932129,0.0,-0.9842240810394287,7.822839736938477,0.2935057282447815,,0,-1
final,159912,ppo_rev12_114505,35,goal,68,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.534080982208252,0.0,-1.0,5.797152519226074,0.2865414023399353,,0,-1
final,159912,ppo_rev12_114505,36,goal,90,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.218531608581543,0.0,-0.3116445541381836,6.294947624206543,0.28434717655181885,,0,-1
final,159912,ppo_rev12_114505,37,goal,88,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.899017333984375,0.0,-0.8864622116088867,9.122308731079102,0.27608904242515564,,0,-1
final,159912,ppo_rev12_114505,38,goal,63,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4675164222717285,0.0,-1.0,6.316225051879883,0.28279170393943787,,0,-1
final,159912,ppo_rev12_114505,39,goal,176,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.026771068572998,0.0,0.8096789717674255,17.850723266601562,0.24254201352596283,,0,-1
final,159912,ppo_rev12_114505,40,goal,53,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,-0.9256711006164551,4.760980606079102,0.24947674572467804,,0,-1
final,159912,ppo_rev12_114505,41,goal,136,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7779349684715271,0.0,0.5420006513595581,8.213090896606445,0.2010280191898346,,0,-1
final,159912,ppo_rev12_114505,42,goal,63,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.790555953979492,0.0,-1.0,5.440533638000488,0.17923793196678162,,0,-1
final,159912,ppo_rev12_114505,43,goal,77,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.723165988922119,0.0,-1.0,8.114666938781738,0.2934168875217438,,0,-1
final,159912,ppo_rev12_114505,44,goal,151,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.189331293106079,0.0,-0.10689842700958252,13.069926261901855,0.2844659984111786,,0,-1
final,159912,ppo_rev12_114505,45,goal,57,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,-0.9932478666305542,5.121021747589111,0.2879047691822052,,0,-1
final,159912,ppo_rev12_114505,46,goal,75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,4.292401313781738,0.0,-0.15266430377960205,7.4307122230529785,0.29740869998931885,,0,-1
final,159912,ppo_rev12_114505,47,goal,68,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.386127948760986,0.0,-0.8077836036682129,6.7640180587768555,0.2763747274875641,,0,-1
final,159912,ppo_rev12_114505,48,goal,126,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7629523277282715,0.0,-1.0,13.16140365600586,0.2559225559234619,,0,-1
final,159912,ppo_rev12_114505,49,goal,106,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.704177141189575,0.0,-1.0,9.979036331176758,0.29405564069747925,,0,-1
final,159912,ppo_rev12_114505,50,goal,60,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.440825939178467,0.0,-1.0,5.704347610473633,0.23632241785526276,,0,-1
final,159912,ppo_rev12_114505,51,goal,76,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.106368541717529,0.0,-0.1085289716720581,7.803572654724121,0.2756863236427307,,0,-1
final,159912,ppo_rev12_114505,52,goal,48,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,-1.0,3.761363983154297,0.2733277380466461,,0,-1
final,159912,ppo_rev12_114505,53,goal,128,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.017725944519043,0.0,0.23558712005615234,11.71493148803711,0.25892242789268494,,0,-1
final,159912,ppo_rev12_114505,54,goal,77,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.627345561981201,0.0,-0.46903347969055176,7.742281913757324,0.28201305866241455,,0,-1
final,159912,ppo_rev12_114505,55,goal,163,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006134969325153374,3.3555498123168945,0.0,-0.163787841796875,15.684106826782227,0.2618473470211029,,0,-1
final,159912,ppo_rev12_114505,56,goal,54,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,-0.726688027381897,3.499098300933838,0.1650802195072174,,0,-1
final,159912,ppo_rev12_114505,57,goal,52,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,-1.0,4.031644821166992,0.24680447578430176,,0,-1
final,159912,ppo_rev12_114505,58,goal,80,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.201930046081543,0.0,-1.0,8.904447555541992,0.2861567735671997,,0,-1
final,159912,ppo_rev12_114505,59,goal,69,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.419893741607666,0.0,-1.0,7.052016735076904,0.2552662789821625,,0,-1
final,159912,ppo_rev12_114505,60,goal,91,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6074697971343994,0.0,-1.0,9.386101722717285,0.25790318846702576,,0,-1
final,159912,ppo_rev12_114505,61,goal,73,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,3.669210910797119,0.0,-1.0,7.273043632507324,0.2700868248939514,,0,-1
final,159912,ppo_rev12_114505,62,goal,76,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.201714992523193,0.0,-0.1454153060913086,7.0287065505981445,0.2247844934463501,,0,-1
final,159912,ppo_rev12_114505,63,goal,89,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011235955056179775,3.226696014404297,0.0,-0.5246697664260864,9.040851593017578,0.27015718817710876,,0,-1
final,159912,ppo_rev12_114505,64,goal,66,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3260369300842285,0.0,0.5638216733932495,5.5396504402160645,0.28692975640296936,,0,-1
final,159912,ppo_rev12_114505,65,goal,59,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,-1.0,5.609675884246826,0.28799623250961304,,0,-1
final,159912,ppo_rev12_114505,66,goal,75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.150178909301758,0.0,-1.0,7.058033466339111,0.2992217540740967,,0,-1
final,159912,ppo_rev12_114505,67,goal,77,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.130281448364258,0.0,-1.0,8.347094535827637,0.2645423114299774,,0,-1
final,159912,ppo_rev12_114505,68,collision,20,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,1.0,2.4851529598236084,nan,obstacle,0,-1
final,159912,ppo_rev12_114505,69,goal,58,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,-1.0,5.090296268463135,0.2686083912849426,,0,-1
final,159912,ppo_rev12_114505,70,goal,126,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6567864418029785,0.0,-0.46764111518859863,10.821808815002441,0.28865477442741394,,0,-1
final,159912,ppo_rev12_114505,71,goal,167,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7574653625488281,0.0,0.0030785799026489258,14.370384216308594,0.2810279428958893,,0,-1
final,159912,ppo_rev12_114505,72,goal,156,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8654108047485352,0.0,-0.11733341217041016,11.024435997009277,0.19400554895401,,0,-1
final,159912,ppo_rev12_114505,73,goal,96,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6628899574279785,0.0,-1.0,10.621524810791016,0.22744683921337128,,0,-1
final,159912,ppo_rev12_114505,74,goal,74,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.445092678070068,0.0,-0.7695176601409912,6.351895332336426,0.290432333946228,,0,-1
final,159912,ppo_rev12_114505,75,goal,67,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.822527885437012,0.0,-1.0,5.977568626403809,0.2926090955734253,,0,-1
final,159912,ppo_rev12_114505,76,goal,85,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.580418586730957,0.0,-1.0,8.738905906677246,0.2784920930862427,,0,-1
final,159912,ppo_rev12_114505,77,goal,70,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.595268726348877,0.0,-1.0,6.764472484588623,0.2991177439689636,,0,-1
final,159912,ppo_rev12_114505,78,goal,48,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.05544942617416382,3.8782687187194824,0.2926366627216339,,0,-1
final,159912,ppo_rev12_114505,79,goal,155,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7061960697174072,0.0,0.07328653335571289,15.533012390136719,0.1830480992794037,,0,-1
final,159912,ppo_rev12_114505,80,goal,67,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.382087707519531,0.0,-1.0,6.379158020019531,0.2715490162372589,,0,-1
final,159912,ppo_rev12_114505,81,goal,48,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,-1.0,3.9643397331237793,0.25287267565727234,,0,-1
final,159912,ppo_rev12_114505,82,stuck,188,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07938911765813828,0.0,-1.0,6.547740459442139,nan,,0,-1
final,159912,ppo_rev12_114505,83,timeout,200,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.36913836002349854,0.0,0.8041428923606873,10.354944229125977,nan,,0,-1
final,159912,ppo_rev12_114505,84,goal,86,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4150619506835938,0.0,-0.21226131916046143,4.242591857910156,0.15539126098155975,,0,-1
final,159912,ppo_rev12_114505,85,goal,70,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3906450271606445,0.0,-1.0,6.51676082611084,0.2820863425731659,,0,-1
final,159912,ppo_rev12_114505,86,collision,8,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,1.0,0.9417172074317932,nan,obstacle,0,-1
final,159912,ppo_rev12_114505,87,goal,97,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9107688665390015,0.0,0.1628677248954773,7.00164794921875,0.28556594252586365,,0,-1
final,159912,ppo_rev12_114505,88,goal,49,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,-1.0,4.155411243438721,0.2855324149131775,,0,-1
final,159912,ppo_rev12_114505,89,goal,110,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.037988662719727,0.0,-0.5776811838150024,10.845884323120117,0.26016268134117126,,0,-1
final,159912,ppo_rev12_114505,90,goal,104,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166654109954834,0.0,0.1942693591117859,9.955015182495117,0.276134729385376,,0,-1
final,159912,ppo_rev12_114505,91,goal,94,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.904977798461914,0.0,-0.292657732963562,10.202841758728027,0.28006282448768616,,0,-1
final,159912,ppo_rev12_114505,92,goal,41,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,-1.0,3.228943347930908,0.22961106896400452,,0,-1
final,159912,ppo_rev12_114505,93,timeout,200,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.397296279668808,0.0,-0.6446208953857422,9.955432891845703,nan,,0,-1
final,159912,ppo_rev12_114505,94,goal,64,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1874098777771,0.0,-0.3829296827316284,4.688209056854248,0.2636764645576477,,0,-1
final,159912,ppo_rev12_114505,95,goal,61,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.501309871673584,0.0,-1.0,6.325455665588379,0.2969215214252472,,0,-1
final,159912,ppo_rev12_114505,96,goal,55,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,-0.21593749523162842,5.014173984527588,0.2887091338634491,,0,-1
final,159912,ppo_rev12_114505,97,goal,90,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.466870307922363,0.0,-1.0,9.526753425598145,0.277987003326416,,0,-1
final,159912,ppo_rev12_114505,98,stuck,101,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0536501370370388,0.0,-1.0,3.210419178009033,nan,,0,-1
final,159912,ppo_rev12_114505,99,goal,124,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0450170040130615,0.0,0.8582744598388672,11.73909854888916,0.27251675724983215,,0,-1
final,159912,ppo_rev12_114505,100,goal,44,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,-1.0,2.975801944732666,0.16321758925914764,,0,-1
final,159912,ppo_rev12_114505,101,goal,83,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.560408353805542,0.0,-0.7439746856689453,7.873615741729736,0.2596316337585449,,0,-1
final,159912,ppo_rev12_114505,102,goal,94,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.073170185089111,0.0,-1.0,9.298972129821777,0.28600069880485535,,0,-1
final,159912,ppo_rev12_114505,103,goal,120,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07684326171875,0.0,0.17125463485717773,8.526880264282227,0.28920280933380127,,0,-1
final,159912,ppo_rev12_114505,104,goal,76,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555210113525391,0.0,-1.0,7.615271091461182,0.2924502491950989,,0,-1
final,159912,ppo_rev12_114505,105,goal,67,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.887761116027832,0.0,-1.0,6.859408378601074,0.25700899958610535,,0,-1
final,159912,ppo_rev12_114505,106,goal,71,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.29909610748291,0.0,-1.0,7.485506534576416,0.27634793519973755,,0,-1
final,159912,ppo_rev12_114505,107,goal,44,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,-1.0,3.812110185623169,0.125693216919899,,0,-1
final,159912,ppo_rev12_114505,108,goal,109,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.470069408416748,0.0,0.4469165802001953,6.334908485412598,0.2398558259010315,,0,-1
final,159912,ppo_rev12_114505,109,goal,163,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4220077991485596,0.0,-0.7243996858596802,16.415287017822266,0.2833770215511322,,0,-1
final,159912,ppo_rev12_114505,110,goal,179,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.924497604370117,0.0,-0.489215612411499,19.500213623046875,0.25894904136657715,,0,-1
final,159912,ppo_rev12_114505,111,goal,56,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,-1.0,5.032154083251953,0.1727887988090515,,0,-1
final,159912,ppo_rev12_114505,112,goal,150,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3708181381225586,0.0,-1.0,13.981090545654297,0.2677757740020752,,0,-1
final,159912,ppo_rev12_114505,113,goal,64,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.259763240814209,0.0,-1.0,5.759555816650391,0.2948124408721924,,0,-1
final,159912,ppo_rev12_114505,114,goal,61,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4017527103424072,0.0,0.12468039989471436,5.155516624450684,0.27839139103889465,,0,-1
final,159912,ppo_rev12_114505,115,goal,63,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.494631290435791,0.0,-1.0,3.4847424030303955,0.09233967959880829,,0,-1
final,159912,ppo_rev12_114505,116,goal,123,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.035168409347534,0.0,-0.25895988941192627,9.418549537658691,0.2783733308315277,,0,-1
final,159912,ppo_rev12_114505,117,goal,98,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.554364204406738,0.0,-0.9703481197357178,9.142468452453613,0.2883698344230652,,0,-1
final,159912,ppo_rev12_114505,118,goal,72,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.731539249420166,0.0,-1.0,7.305975437164307,0.27754390239715576,,0,-1
final,159912,ppo_rev12_114505,119,timeout,200,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.36317577958106995,0.0,0.6606312394142151,14.784290313720703,nan,,0,-1
final,159912,ppo_rev12_114505,120,goal,90,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.753386974334717,0.0,-0.10093426704406738,8.107410430908203,0.26423385739326477,,0,-1
final,159912,ppo_rev12_114505,121,collision,4,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,1.0,0.320357084274292,nan,obstacle,0,-1
final,159912,ppo_rev12_114505,122,goal,89,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.446296691894531,0.0,-0.47118330001831055,9.345964431762695,0.23942723870277405,,0,-1
final,159912,ppo_rev12_114505,123,goal,118,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,4.532278537750244,0.0,0.6694084405899048,12.871665954589844,0.2530275285243988,,0,-1
final,159912,ppo_rev12_114505,124,goal,39,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,-1.0,3.266226291656494,0.24619808793067932,,0,-1
final,159912,ppo_rev12_114505,125,goal,86,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3867080211639404,0.0,-1.0,7.385056495666504,0.2893266975879669,,0,-1
final,159912,ppo_rev12_114505,126,goal,56,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,-1.0,5.1394853591918945,0.29908880591392517,,0,-1
final,159912,ppo_rev12_114505,127,goal,84,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.494523048400879,0.0,0.05967980623245239,8.892364501953125,0.2711636424064636,,0,-1
final,159912,ppo_rev12_114505,128,timeout,200,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8680618405342102,0.0,0.9526732563972473,12.056074142456055,nan,,1,6
final,159912,ppo_rev12_114505,129,goal,86,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.555419921875,0.0,-1.0,8.523561477661133,0.2786494195461273,,0,-1
final,159912,ppo_rev12_114505,130,goal,116,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46193265914917,0.0,-0.9901183843612671,12.833579063415527,0.27323681116104126,,0,-1
