step,wallclock_s,schedule_step,lambda_disc_active,gamma_disc_active,target_rhs_active,sigma,sigma_pi,rho_unsafe_v,rho_unsafe_pi,collect_proj_mag,collect_infeasible,L_R,L_V_total,value_target_unsafe_frac,rho_unsafe_label,label_mean,tail_push_mean,tail_exceed_frac,loss_pi_b,recovery_residual_norm,L_feas_raw,L_feas_weighted,gate_active_frac,gate_n_constructed,gate_n_kept,gate_doomed_frac,lg_norm_gate_mean,lg_norm_gate_p50,injected_fraction_actual,injected_target_mean,injected_target_unsafe_frac,L_sobolev_raw,L_sobolev_weighted,sob_grad_label_v_frac,sob_grad_label_v_mean,sob_dhdv_pred_mean,sob_v_spline_mean,sob_gate_mean,sob_gate_frac_active,sob_gate_dhdv_pred,L_in_task,L_anorm,L_smooth,L_satex,L_pretanh,L_out,L_pi_total,grad_norm_VS,grad_norm_pi,grad_leak_VS_from_Lpi,abs_action_mean,abs_action_max,satfrac_a_phi,L_rate_raw,L_rate_weighted,mean_abs_du,L_u_raw,L_u_weighted,L_deficit,mean_deficit_active,deficit_active_frac,deficit_clip_frac,mean_abs_deficit_feature,L_friction,proj_mag_bptt,probe_h_min,probe_h_max,probe_h_mean
2800,605.0655491352081,2800,1.0258658877510114,0.95,0.0,0.36540239344521636,0.0,0.17999999225139618,0.22999998927116394,0.4487879276275635,0.882099986076355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.14978790283203,1.939286708831787,0.0218923669308424,0.0,0.9480040073394775,-0.005525537300854921,76.28427124023438,0.0,0.3376409113407135,0.0,0.8510293960571289,2.0,0.0,2.1243040561676025,0.0,0.6360864043235779,2.327727794647217,0.0,0.0,0.0,0.0,0.0,0.0,0.08898293226957321,0.45059633255004883,-0.03980892896652222,-0.002442401833832264,-0.01699718087911606
3000,646.9650189876556,3000,1.0258658877510114,0.95,0.0,0.35902566008430775,0.0,0.1899999976158142,0.2199999988079071,0.41907307505607605,0.8948999643325806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.69908142089844,1.9137945175170898,0.022484207525849342,0.0,0.9159783124923706,-0.005486598704010248,72.79350280761719,0.0,0.35699406266212463,0.0,0.8420973420143127,2.0,0.0,1.8637045621871948,0.0,0.5814515352249146,2.283155918121338,0.0,0.0,0.0,0.0,0.0,0.0,0.08215471357107162,0.425828218460083,-0.03980892896652222,-0.002442401833832264,-0.01699718087911606
3200,698.3792271614075,3200,1.0258658877510114,0.95,0.0,0.3532706582260878,0.0,0.29999998211860657,0.2199999988079071,0.5926816463470459,0.8489999771118164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.22761535644531,1.9571635723114014,0.022865355014801025,0.0,0.9375365376472473,-0.0054367282427847385,72.3499755859375,0.0,0.25116151571273804,0.0,0.851935863494873,2.0,0.0,1.9756118059158325,0.0,0.6074268817901611,2.3295106887817383,0.0,0.0,0.0,0.0,0.0,0.0,0.08630997687578201,0.4426751434803009,-0.03980892896652222,-0.002442401833832264,-0.01699718087911606
3400,738.6153252124786,3400,1.0258658877510114,0.95,0.0,0.3480767690490442,0.0,0.29999998211860657,0.20999999344348907,0.6175352334976196,0.8711999654769897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.50698852539062,1.9146997928619385,0.023128239437937737,0.0,0.9044210314750671,-0.005373675376176834,72.59272766113281,0.0,0.35038211941719055,0.0,0.8395606279373169,2.0,0.0,1.863769769668579,0.0,0.5787991285324097,2.292609691619873,0.0,0.0,0.0,0.0,0.0,0.0,0.08488204330205917,0.4391091763973236,-0.03980892896652222,-0.002442401833832264,-0.01699718087911606
3600,779.123818397522,3600,1.0258658877510114,0.95,0.0,0.3433892840667624,0.0,0.14000000059604645,0.1899999976158142,0.4367179572582245,0.8840000033378601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.69442749023438,1.9469746351242065,0.022964201867580414,0.0,0.9296432137489319,-0.005416208878159523,72.81298828125,0.0,0.26758483052253723,0.0,0.851865291595459,2.0,0.0,2.006916046142578,0.0,0.6156195402145386,2.345041275024414,0.0,0.0,0.0,0.0,0.0,0.0,0.09089846163988113,0.46690312027931213,-0.03980892896652222,-0.002442401833832264,-0.01699718087911606
3800,819.6860339641571,3800,1.0258658877510114,0.95,0.0,0.33915882887025306,0.0,0.17999999225139618,0.17999999225139618,0.39461877942085266,0.899399995803833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.58136749267578,1.9125828742980957,0.02306031808257103,0.0,0.9010860919952393,-0.005441212560981512,70.66216278076172,0.0,0.3216307759284973,0.0,0.8358017206192017,2.0,0.0,1.8525124788284302,0.0,0.5793461799621582,2.277451992034912,0.0,0.0,0.0,0.0,0.0,0.0,0.08340951055288315,0.4308444559574127,-0.03980892896652222,-0.002442401833832264,-0.01699718087911606
4000,860.5320422649384,4000,1.0258658877510114,0.95,0.0,0.3353408430554034,0.0,0.26999998092651367,0.20999999344348907,0.3992876708507538,0.8867999911308289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.704345703125,1.9032999277114868,0.02306876704096794,0.0,0.8961339592933655,-0.005427766591310501,69.77869415283203,0.0,0.2088841199874878,0.0,0.8298476338386536,2.0,0.0,1.832822561264038,0.0,0.5715773701667786,2.2596447467803955,0.0,0.0,0.0,0.0,0.0,0.0,0.08237513899803162,0.42438605427742004,-0.03980892896652222,-0.002442401833832264,-0.01699718087911606
4200,902.8041877746582,4200,1.0258658877510114,0.95,0.0,0.33189511085750156,0.0,0.2800000011920929,0.23999999463558197,0.5863105058670044,0.8690999746322632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.18429565429688,1.9246145486831665,0.023685820400714874,0.0,0.899395763874054,-0.005441817454993725,71.26918029785156,0.0,0.2552657425403595,0.0,0.8414155840873718,2.0,0.0,1.9239075183868408,0.0,0.5985043048858643,2.3058650493621826,0.0,0.0,0.0,0.0,0.0,0.0,0.08852159231901169,0.45677340030670166,-0.03980892896652222,-0.002442401833832264,-0.01699718087911606
4400,946.3123693466187,4400,0.9980010277925152,0.9513245033112583,0.006122448979591836,0.32878533754889516,0.0,0.28999999165534973,0.20999999344348907,0.47224345803260803,0.8948999643325806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.5132064819336,1.9619113206863403,0.023574063554406166,0.0,0.9509875178337097,-0.005437289830297232,73.6504135131836,0.0,0.27914729714393616,0.0,0.8510602712631226,2.0,0.0,1.8935481309890747,0.0,0.5885041356086731,2.333028793334961,0.0,0.0,0.0,0.0,0.0,0.0,0.08739382773637772,0.44912829995155334,-0.03980892896652222,-0.002442401833832264,-0.01699718087911606
4600,997.8619484901428,4600,0.9716101745862978,0.9525806451612904,0.012244897959183673,0.3259787671378779,0.0,0.28999999165534973,0.23999999463558197,0.5371133685112,0.8596999645233154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.14669799804688,1.9194458723068237,0.023696616291999817,0.0,0.8980555534362793,-0.005494045093655586,71.22422790527344,0.0,0.4180833399295807,0.0,0.8361791372299194,2.0,0.0,1.786669135093689,0.0,0.5627647638320923,2.278179168701172,0.0,0.0,0.0,0.0,0.0,0.0,0.08277802914381027,0.42887118458747864,-0.03980892896652222,-0.002442401833832264,-0.01699718087911606
4800,1041.275812625885,4800,0.9465793617128291,0.9537735849056603,0.01836734693877551,0.3234458373419348,0.0,0.26999998092651367,0.20999999344348907,0.589499294757843,0.8736000061035156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.883644104003906,1.89967942237854,0.024743225425481796,0.0,0.8292933106422424,-0.0054540145210921764,64.89613342285156,0.0,0.20067757368087769,0.0,0.8362894654273987,2.0,0.0,1.880637288093567,0.0,0.5891586542129517,2.2761125564575195,0.0,0.0,0.0,0.0,0.0,0.0,0.08736801892518997,0.4509139060974121,-0.03980892896652222,-0.002442401833832264,-0.01699718087911606
5000,1082.4594085216522,5000,0.9228060783829024,0.9549079754601227,0.024489795918367346,0.3211598682010962,0.0,0.25,0.20999999344348907,0.536140501499176,0.8552999496459961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.43048095703125,1.9765868186950684,0.023951547220349312,0.0,0.9014341235160828,-0.005520271137356758,70.52400970458984,0.0,0.4871945083141327,0.0,0.8580445051193237,2.0,0.0,2.001887321472168,0.0,0.6156598925590515,2.3601131439208984,0.0,0.0,0.0,0.0,0.0,0.0,0.0925232470035553,0.4745410084724426,-0.03980892896652222,-0.002442401833832264,-0.01699718087911606
5200,1123.607969045639,5200,0.9001978651192816,0.9559880239520958,0.030612244897959186,0.3190967810514893,0.0,0.14999999105930328,0.14000000059604645,0.3671968877315521,0.8965999484062195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.37033081054688,1.964969515800476,0.024922214448451996,0.0,0.912426233291626,-0.005480202846229076,70.47115325927734,0.0,0.31096261739730835,0.0,0.8570560812950134,2.0,0.0,2.020660161972046,0.0,0.6237056255340576,2.356403112411499,0.0,0.0,0.0,0.0,0.0,0.0,0.08928556740283966,0.46162092685699463,-0.03980892896652222,-0.002442401833832264,-0.01699718087911606
5400,1167.1873006820679,5400,0.878671111109407,0.9570175438596491,0.03673469387755102,0.3172348448989691,0.0,0.19999998807907104,0.25999999046325684,0.46618854999542236,0.8691999912261963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.52011108398438,1.9882413148880005,0.024420607835054398,0.0,0.9478012323379517,-0.005463465582579374,73.65786743164062,0.0,0.37200459837913513,0.0,0.8599196672439575,2.0,0.0,1.9770699739456177,0.0,0.610977292060852,2.3659586906433105,0.0,0.0,0.0,0.0,0.0,0.0,0.08974122256040573,0.4601088762283325,-0.03980892896652222,-0.002442401833832264,-0.01699718087911606
5600,1208.9470448493958,5600,0.858150020225531,0.958,0.04285714285714286,0.3155544475213196,0.0,0.2800000011920929,0.19999998807907104,0.5763408541679382,0.8572999835014343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.93604278564453,1.9442052841186523,0.024612225592136383,0.0,0.8862828612327576,-0.005583552643656731,70.0123519897461,0.0,0.44370654225349426,0.0,0.8527937531471252,2.0,0.0,2.0620102882385254,0.0,0.6317287683486938,2.3503353595733643,0.0,0.0,0.0,0.0,0.0,0.0,0.09202489256858826,0.47291889786720276,-0.03980892896652222,-0.002442401833832264,-0.01699718087911606
5800,1249.7187774181366,5800,0.8385657187410798,0.9589385474860335,0.04897959183673469,0.31403788888799095,0.0,0.2800000011920929,0.22999998927116394,0.4777020514011383,0.8873999714851379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.17903137207031,2.0028393268585205,0.025604302063584328,0.0,0.9354307055473328,-0.005600609816610813,75.30671691894531,0.0,0.26023557782173157,0.0,0.8703323602676392,2.0,0.0,2.0004913806915283,0.0,0.6173732280731201,2.401658296585083,0.0,0.0,0.0,0.0,0.0,0.0,0.09122229367494583,0.46915915608406067,-0.03980892896652222,-0.002442401833832264,-0.01699718087911606
6000,1290.739557981491,6000,0.8198554825916968,0.9598360655737705,0.05510204081632653,0.3126691947214118,0.0,0.19999998807907104,0.22999998927116394,0.4005187749862671,0.9018999934196472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.21101379394531,1.9924612045288086,0.025303054600954056,0.0,0.9113035798072815,-0.005528688430786133,71.31367492675781,0.0,0.4702652096748352,0.0,0.8638107180595398,2.0,0.0,2.0002365112304688,0.0,0.6157906651496887,2.3788692951202393,0.0,0.0,0.0,0.0,0.0,0.0,0.09085669368505478,0.4672207236289978,-0.03980892896652222,-0.002442401833832264,-0.01699718087911606
6200,1342.1406948566437,6200,0.8019620659011778,0.9606951871657754,0.06122448979591837,0.3114339482360741,0.0,0.2800000011920929,0.17999999225139618,0.47635897994041443,0.8973000049591064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.41047668457031,1.9794694185256958,0.025611383840441704,0.0,0.9290609359741211,-0.005461120046675205,72.53132629394531,0.0,0.35727769136428833,0.0,0.8597201704978943,2.0,0.0,1.9860929250717163,0.0,0.609732449054718,2.376314640045166,0.0,0.0,0.0,0.0,0.0,0.0,0.09188978374004364,0.47024983167648315,-0.03980892896652222,-0.002442401833832264,-0.01699718087911606
6400,1384.36137509346,6400,0.7848331156190702,0.9615183246073299,0.0673469387755102,0.3103191382830569,0.0,0.2199999988079071,0.2199999988079071,0.4560769498348236,0.8894000053405762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.82894897460938,1.998247504234314,0.02598278596997261,0.0,0.876581609249115,-0.005511319264769554,69.89986419677734,0.0,0.42636460065841675,0.0,0.8687605857849121,2.0,0.0,2.014619827270508,0.0,0.6198983192443848,2.4002432823181152,0.0,0.0,0.0,0.0,0.0,0.0,0.0934775099158287,0.47573569416999817,-0.03980892896652222,-0.002442401833832264,-0.01699718087911606
