iteration,update_step,env_steps,wallclock_s,steps_per_s,iters_per_s,n_active_transitions,mean_episode_return,train_reach,train_collision,train_oob,train_stuck,train_timeout,pg_loss,vf_loss,entropy,approx_kl,clip_frac,explained_variance,log_std_mean,grad_norm_pi,grad_norm_vf,diag_h_mean,diag_h_min,diag_cos_theta_mean,diag_att_cost_mean,diag_frac_in_goal_ball,diag_goal_bonus_per_ep,diag_goal_d_per_ep,diag_goal_v_per_ep,diag_goal_om_per_ep,diag_shaping_accum_per_ep,diag_easy_frac,diag_closest_dist_med,diag_omega_rp_closest,diag_omega_yaw_closest,diag_d1_mean,diag_d2_mean,n_born_terminal,cuda_max_mem_mb,figures
11,228,862911,13.085057497024536,53947.02231489004,0.6538002777124822,82513,-96.42537689208984,0.00439453125,0.9501953125,0.04541015625,0.0,0.0,-0.002339253124470512,756.6052652994791,3.6308312912782035,0.004894004702843328,0.055023429449647665,0.06586199998855591,-0.5122802257537842,0.5250644404441118,43.77877271423737,-0.9232422113418579,-1.0,0.2377479076385498,0.0018959674052894115,0.026214051991701126,0.45991817116737366,0.27499181032180786,0.14436239004135132,0.040564000606536865,-0.6923667788505554,0.4976190476190476,1.1222288608551025,2.6467206478118896,0.2730410099029541,0.30730682611465454,0.2595762014389038,9,471.005184,
12,252,949787,14.47722339630127,62420.575538306366,0.71850195149761,86876,-95.3587875366211,0.00341796875,0.939453125,0.05712890625,0.0,0.0,-0.0031154374009929597,707.8379491170248,3.6236030757427216,0.004039286696145912,0.04158312493624786,0.06699275970458984,-0.5136414170265198,0.349697720259428,58.67666044831276,-0.9234399795532227,-1.0,0.25209373235702515,0.0018252870067954063,0.025242874398827553,0.47172603011131287,0.28404298424720764,0.14484556019306183,0.04283750429749489,-0.6794447898864746,0.49738095238095237,0.8341478705406189,2.7916715145111084,0.2785930633544922,0.30753418803215027,0.26000896096229553,7,471.610368,
13,276,1035232,15.710572481155396,69297.21062635473,0.8110153973474719,85445,-94.09841918945312,0.00341796875,0.92529296875,0.0712890625,0.0,0.0,-0.003769615252773898,694.6198094685873,3.6169212063153586,0.004609593238607583,0.05065014686745902,0.06603729724884033,-0.5161244869232178,0.4205406866967678,48.29754098753134,-0.9213712215423584,-1.0,0.269684761762619,0.0017581774154677987,0.028603196144104004,0.47091180086135864,0.2818901836872101,0.14440903067588806,0.044612616300582886,-0.7049314379692078,0.49714285714285716,1.1465760469436646,2.7818586826324463,0.29021942615509033,0.3076305389404297,0.25992265343666077,7,471.610368,
14,300,1120817,17.090036153793335,62058.12381146005,0.7251051447269972,85585,-94.3125,0.00439453125,0.9267578125,0.06884765625,0.0,0.0,-0.0020778533459330597,686.544189453125,3.6061424612998962,0.004346478589771626,0.04658399700808028,0.06717926263809204,-0.5185028910636902,0.3790478066851695,42.58619969586531,-0.922554612159729,-1.0,0.29410257935523987,0.0016687964089214802,0.025717122480273247,0.47486719489097595,0.2801114320755005,0.1463339924812317,0.048421744257211685,-0.7115191221237183,0.4969047619047619,0.9141597151756287,2.5952858924865723,0.29030841588974,0.30779415369033813,0.26034003496170044,9,471.682048,
15,324,1213630,18.667552947998047,58850.08214849109,0.6340715433020276,92813,-91.33757019042969,0.0048828125,0.89306640625,0.10205078125,0.0,0.0,-0.004565293823058407,609.3463617960612,3.595225989818573,0.0038750179081337897,0.038800789353748165,0.07837128639221191,-0.5220359563827515,0.3009210017820199,48.00628602753083,-0.93024742603302,-1.0,0.32765495777130127,0.0015337055083364248,0.023423442617058754,0.48685020208358765,0.2853052020072937,0.14828191697597504,0.05326307937502861,-0.7353211641311646,0.49666666666666665,1.219325304031372,2.571051836013794,0.29011857509613037,0.30762162804603577,0.2603299617767334,10,471.682048,
16,348,1304520,19.92084503173828,72538.41849547497,0.7980902023927271,90890,-89.97663879394531,0.00537109375,0.87744140625,0.1171875,0.0,0.0,-0.0030797076906310394,600.3402862548828,3.5831943353017173,0.004010123412930018,0.04072719513593862,0.07510864734649658,-0.523923933506012,0.3741273408134778,43.380969166755676,-0.9266762137413025,-1.0,0.360944539308548,0.0014044139534235,0.025052260607481003,0.48224937915802,0.2805962562561035,0.14626380801200867,0.055389318615198135,-0.756304144859314,0.49642857142857144,1.232667088508606,2.5982563495635986,0.27662768959999084,0.3066816031932831,0.2597818076610565,11,473.455616,
17,372,1397276,21.087438344955444,79531.38593302178,0.8574257830547004,92756,-88.63986206054688,0.00341796875,0.86328125,0.13330078125,0.0,0.0,-0.003992174179681267,569.2931442260742,3.577019880215327,0.004570588469353727,0.04837593777726094,0.07796204090118408,-0.5253596305847168,0.38249149173498154,43.70632280906042,-0.9312179088592529,-1.0,0.37432870268821716,0.001354861888103187,0.022575359791517258,0.49107125401496887,0.2848410904407501,0.1460983008146286,0.060131825506687164,-0.8591609001159668,0.4961904761904762,0.9500042796134949,2.543952226638794,0.2996768355369568,0.30797043442726135,0.2608734369277954,7,473.455616,
18,400,1497140,22.751253604888916,60030.72976424258,0.6011248274077002,99864,-83.56584930419922,0.001953125,0.8076171875,0.1904296875,0.0,0.0,-0.004178800169029273,490.5835429600307,3.5706119537353516,0.004593548959227129,0.05076696417693581,0.07494378089904785,-0.5274287462234497,0.41462817575250355,32.399918615818024,-0.9407897591590881,-1.0,0.40498825907707214,0.0012418720871210098,0.022230233997106552,0.5025641918182373,0.2870800793170929,0.1504121571779251,0.06507200747728348,-0.9128633737564087,0.495952380952381,1.023991584777832,2.566077470779419,0.2791815996170044,0.3079736828804016,0.2613789141178131,4,473.455616,
19,428,1597158,24.031195640563965,78167.03351650931,0.7815296598263244,100018,-81.34103393554688,0.00341796875,0.78271484375,0.2138671875,0.0,0.0,-0.0037077547624773744,463.55631147112166,3.5618774124554227,0.0057541301274406055,0.06829708834577884,0.07062274217605591,-0.529375433921814,0.5693953612021038,38.4288946219853,-0.9340066909790039,-1.0,0.42543020844459534,0.0011712220730260015,0.022156013175845146,0.5066617727279663,0.28563448786735535,0.15126150846481323,0.06976570934057236,-0.8365316390991211,0.4957142857142857,0.8891372084617615,2.496988534927368,0.2903459072113037,0.30785197019577026,0.26099714636802673,7,473.455616,
20,456,1700776,25.32286524772644,80242.33250673309,0.7744053398708052,103618,-76.60821533203125,0.00244140625,0.73046875,0.26708984375,0.0,0.0,-0.0043008132821082,417.03169904436385,3.5541903717177257,0.0049737855318068925,0.0555672167933413,0.06733042001724243,-0.531434178352356,0.46064222497599466,37.100264080933165,-0.9419387578964233,-1.0,0.45454585552215576,0.0010619143722578883,0.020343955606222153,0.5026503801345825,0.2803556025028229,0.15112441778182983,0.0711703822016716,-0.8766121864318848,0.49547619047619046,1.1529953479766846,2.489159107208252,0.26817670464515686,0.30848434567451477,0.2618037164211273,5,473.455616,
21,484,1807111,27.05684757232666,61332.933410783124,0.576789706218866,106335,-71.64299774169922,0.00439453125,0.673828125,0.3212890625,0.0,0.00048828125,-0.003942530677055142,370.703857421875,3.5460329055786133,0.0048799602414614385,0.05401574933369245,0.06419074535369873,-0.5334290266036987,0.446940153837204,33.69355862481253,-0.9382244348526001,-1.0,0.4730442762374878,0.000994860427454114,0.02064231038093567,0.518638014793396,0.2894297242164612,0.1534796506166458,0.07572872191667557,-0.9125844836235046,0.49523809523809526,1.0417330265045166,2.4094009399414062,0.29211944341659546,0.30731889605522156,0.26080551743507385,9,474.128896,
22,512,1916181,28.418634176254272,80113.6784141625,0.7345161677286375,109070,-66.35842895507812,0.00634765625,0.61328125,0.38037109375,0.0,0.0,-0.004148967518371397,325.2701078142439,3.5347722939082553,0.004525424737689069,0.048763444780239036,0.06823241710662842,-0.537276566028595,0.4313345104455948,30.14082478625434,-0.9420379400253296,-1.0,0.49407413601875305,0.000916672870516777,0.0207023024559021,0.5224480628967285,0.2865130603313446,0.15517409145832062,0.08076091855764389,-0.9909427165985107,0.495,1.2018675804138184,2.399712085723877,0.28920984268188477,0.30740442872047424,0.2611388862133026,13,474.852864,
23,540,2027286,29.733798503875732,84500.70943452061,0.760548215062514,111105,-62.04566955566406,0.00146484375,0.568359375,0.43017578125,0.0,0.0,-0.004213303021970205,289.5501055036272,3.5208292262894765,0.004921370526712313,0.05513344558754137,0.06905221939086914,-0.5399482846260071,0.46545195473091944,22.31208894933973,-0.9433078765869141,-1.0,0.5197969675064087,0.0008294355939142406,0.019630080088973045,0.5313037633895874,0.28778567910194397,0.15425065159797668,0.08926741033792496,-1.0523279905319214,0.49476190476190474,1.2518908977508545,2.4685301780700684,0.2840118110179901,0.3078041076660156,0.2616686522960663,2,475.915264,
24,568,2141094,31.05283808708191,86304.29591696337,0.7583324187839464,113808,-58.21088409423828,0.0029296875,0.5234375,0.4736328125,0.0,0.0,-0.004099851914881063,258.30020904541016,3.512228795460292,0.004631658159009281,0.04996859774525676,0.07338118553161621,-0.5415059328079224,0.42012093641928266,28.437511597360885,-0.9482265114784241,-1.0,0.5400213599205017,0.0007634905050508678,0.017283495515584946,0.538727343082428,0.2906462550163269,0.1564018279314041,0.09167925268411636,-1.1544874906539917,0.49452380952380953,1.022778034210205,2.303713321685791,0.2824777364730835,0.30885618925094604,0.26249584555625916,6,475.915264,
25,600,2256130,32.539273738861084,77406.00825564058,0.6728850816756544,115036,-56.835601806640625,0.00341796875,0.50830078125,0.48779296875,0.0,0.00048828125,-0.00029145871667424217,247.33181953430176,3.502923719584942,0.006819208215347317,0.08305220754118636,0.07343608140945435,-0.5449740886688232,0.7836241768673062,29.012854181230068,-0.9452477097511292,-1.0,0.5608394742012024,0.0006949474336579442,0.01815083995461464,0.5460478663444519,0.28874266147613525,0.15928150713443756,0.09802371263504028,-1.1301238536834717,0.4942857142857143,1.2425071001052856,2.1998283863067627,0.2835310399532318,0.30986347794532776,0.26356616616249084,7,475.915264,
26,632,2372102,34.023693323135376,78143.0898177889,0.6738099698012356,115972,-54.07549285888672,0.00390625,0.47802734375,0.517578125,0.0,0.00048828125,-0.0035995196740259416,223.81453704833984,3.490062177181244,0.0054115283053306484,0.06229180749505758,0.07913333177566528,-0.5475925207138062,0.532342255115509,25.729570783674717,-0.9491515159606934,-1.0,0.5718891620635986,0.0006652992451563478,0.020366985350847244,0.5581057667732239,0.2945588529109955,0.16365385055541992,0.0998930111527443,-1.0935853719711304,0.49404761904761907,1.0268921852111816,2.27054500579834,0.2740042209625244,0.3095780909061432,0.2633040249347687,8,475.915264,
27,664,2493296,35.47345566749573,83619.06531053371,0.6899604378973688,121194,-48.826904296875,0.0009765625,0.42138671875,0.57568359375,0.0,0.001953125,-0.0036178754089633003,189.65151166915894,3.4768532514572144,0.005240646918537095,0.05973019707016647,0.07285159826278687,-0.5519263744354248,0.4121333505026996,17.35139023512602,-0.9461997151374817,-1.0,0.5871538519859314,0.0006354371435008943,0.017723649740219116,0.5600213408470154,0.2930791974067688,0.1634320616722107,0.10351014137268066,-1.0635243654251099,0.4938095238095238,1.266028881072998,2.184232473373413,0.2746075391769409,0.3086417615413666,0.2627321183681488,2,475.915264,
28,696,2615734,36.89453959465027,86181.58556591309,0.7038793966408557,122438,-48.25431823730469,0.00634765625,0.412109375,0.58154296875,0.0,0.0,-0.003371337879798375,181.63018465042114,3.4601948857307434,0.0051943561263669835,0.05879947799257934,0.0839877724647522,-0.5555406808853149,0.423960595857352,23.124946676194668,-0.9502183794975281,-1.0,0.5913593173027039,0.0006061370950192213,0.01691468246281147,0.5568867921829224,0.28983813524246216,0.16213472187519073,0.10491394996643066,-1.1191262006759644,0.49357142857142855,1.273415207862854,2.3092966079711914,0.2843181788921356,0.3076461851596832,0.26190900802612305,13,476.511744,
29,728,2740890,38.35690379142761,85615.64518543369,0.6840714403259428,125156,-43.91728973388672,0.0029296875,0.36572265625,0.62890625,0.0,0.00244140625,-0.003895645677403081,154.49795293807983,3.4460372626781464,0.004937384472214035,0.055041853862348944,0.08588153123855591,-0.5593029260635376,0.39565929817035794,15.60207474976778,-0.9518307447433472,-1.0,0.6175190806388855,0.0005346094840206206,0.01919204741716385,0.5826244950294495,0.30273401737213135,0.16677148640155792,0.11311900615692139,-1.1201766729354858,0.49333333333333335,1.1917227506637573,2.189913272857666,0.271924763917923,0.3088776469230652,0.26314234733581543,6,477.50144,
30,760,2864775,39.6963574886322,92506.24146058396,0.746710590148799,123885,-41.889930725097656,0.0029296875,0.3427734375,0.6513671875,0.0,0.0029296875,-0.003625992394518107,144.92071104049683,3.4304725155234337,0.005037865106601203,0.05729646538384259,0.08541584014892578,-0.5633085370063782,0.35974255250766873,15.926616966724396,-0.949198305606842,-1.0,0.6208875179290771,0.000529062352143228,0.017387092113494873,0.5664393901824951,0.29301717877388,0.15919488668441772,0.11422734707593918,-1.1871275901794434,0.4930952380952381,1.3221828937530518,2.2535717487335205,0.2983357906341553,0.3086707592010498,0.2632046043872833,5,478.03392,
31,792,2994152,41.12046718597412,90866.48469384167,0.702338782734502,129377,-38.25292205810547,0.001953125,0.30322265625,0.68798828125,0.0,0.0068359375,-0.00413800517526397,121.41941118240356,3.4132587015628815,0.004749994753865394,0.05324310576543212,0.09151828289031982,-0.5677831768989563,0.30655631935223937,12.020453438162804,-0.9564670920372009,-1.0,0.6310733556747437,0.0004986816202290356,0.017105048522353172,0.5948705077171326,0.30542731285095215,0.1709761619567871,0.11846700310707092,-1.126930594444275,0.4928571428571429,0.8620144724845886,2.1216485500335693,0.2916278541088104,0.30718687176704407,0.2618030607700348,4,478.03392,
32,824,3119578,42.55748128890991,87316.74985265319,0.6961614804956961,125426,-37.947265625,0.00439453125,0.29833984375,0.6904296875,0.0,0.0068359375,-0.0033980551597778685,119.68594479560852,3.4005824625492096,0.004821088748826696,0.05396591708995402,0.0912022590637207,-0.5695667862892151,0.35209126817062497,13.292428992688656,-0.9514943361282349,-1.0,0.649118185043335,0.00045079051051288843,0.017524277791380882,0.5874338746070862,0.3018203377723694,0.16698341071605682,0.11863008886575699,-1.201711893081665,0.4926190476190476,1.1466922760009766,2.126328468322754,0.28551098704338074,0.30723223090171814,0.26187336444854736,9,478.03392,
33,856,3247594,44.03491282463074,86669.65620522256,0.6770220613456331,128016,-37.360687255859375,0.00390625,0.29296875,0.69482421875,0.0,0.00830078125,-0.0036863695795545937,116.99676156044006,3.3908108100295067,0.005056038300494947,0.057293499005027115,0.10025143623352051,-0.5730425119400024,0.3616175348870456,15.949179664254189,-0.952678918838501,-1.0,0.6584456562995911,0.00042175117414444685,0.016630733385682106,0.5856693983078003,0.2982165217399597,0.1679176241159439,0.11953522264957428,-1.1064112186431885,0.49238095238095236,1.084474802017212,2.164639711380005,0.30452972650527954,0.3070512115955353,0.2617836594581604,8,478.156288,
34,888,3376502,45.489816188812256,88624.81390159631,0.6875043744499667,128908,-35.70199966430664,0.00390625,0.27392578125,0.71044921875,0.0,0.01171875,-0.0037968349461152684,107.36974811553955,3.376221142709255,0.0050653093202299715,0.05806209449656308,0.11147862672805786,-0.5767434239387512,0.3016785061918199,14.260336454957724,-0.9541349411010742,-1.0,0.6729480624198914,0.00038776875589974225,0.015577000565826893,0.5836302042007446,0.29023560881614685,0.16829615831375122,0.12509840726852417,-1.1658536195755005,0.49214285714285716,1.3930346965789795,2.188988447189331,0.2688950300216675,0.30722033977508545,0.2617541253566742,8,478.469632,
35,920,3504393,46.91247510910034,89916.56661341208,0.7030718863204767,127891,-36.2491340637207,0.001953125,0.28125,0.70703125,0.0,0.009765625,-0.0037080844595038798,109.56779026985168,3.364911265671253,0.005133380192887671,0.058905601035803556,0.11902272701263428,-0.5781947374343872,0.3202149337157607,11.90699665248394,-0.9534434080123901,-1.0,0.683463990688324,0.00037110623088665307,0.018820716068148613,0.6010001301765442,0.30283457040786743,0.17181792855262756,0.126347616314888,-1.1228305101394653,0.4919047619047619,1.1308685541152954,2.2626943588256836,0.2703290283679962,0.30803215503692627,0.26254695653915405,4,478.562816,
36,952,3633686,48.28264832496643,94385.44924982512,0.730012059816271,129293,-33.902740478515625,0.00439453125,0.25439453125,0.73095703125,0.0,0.01025390625,-0.0036266435527068097,98.87410092353821,3.3576527684926987,0.005328903520421591,0.061802844516932964,0.12761521339416504,-0.5812605619430542,0.3488206146284938,11.538202419877052,-0.9526524543762207,-1.0,0.6953389048576355,0.00033094888203777373,0.01726311631500721,0.6014809012413025,0.30052393674850464,0.17090140283107758,0.13005556166172028,-1.1400222778320312,0.49166666666666664,1.257933497428894,2.0880134105682373,0.28239285945892334,0.3080368936061859,0.2626774311065674,9,479.359488,
37,984,3762258,49.771522760391235,86372.37254971052,0.6717821341327079,128572,-34.52778244018555,0.0009765625,0.26171875,0.7265625,0.0,0.0107421875,-0.0036883162247249857,98.8676586151123,3.3416154012084007,0.005437364164890823,0.06289928313344717,0.14188307523727417,-0.5856271386146545,0.3456358280964196,10.694926120340824,-0.9530513286590576,-1.0,0.6957604289054871,0.0003331368207000196,0.01848769560456276,0.6027272939682007,0.29993391036987305,0.17139381170272827,0.13139952719211578,-1.1882529258728027,0.49142857142857144,1.1335757970809937,2.1175875663757324,0.2768637239933014,0.308443546295166,0.2629704177379608,2,479.359488,
38,1016,3892024,51.2533061504364,87591.82028130934,0.6749982297466929,129766,-33.302032470703125,0.00390625,0.248046875,0.736328125,0.0,0.01171875,-0.003647622128482908,95.10819506645203,3.327446088194847,0.005435262825244536,0.06378589916857891,0.13123154640197754,-0.588494062423706,0.3314039162360132,14.306346904486418,-0.9537931084632874,-1.0,0.6997377276420593,0.00032220283173955977,0.016814881935715675,0.6044098138809204,0.3002201318740845,0.17066189646720886,0.13352783024311066,-1.1266002655029297,0.4911904761904762,1.2183021306991577,2.023853063583374,0.27061188220977783,0.30704599618911743,0.26175010204315186,8,479.359488,
39,1048,4021429,52.69898533821106,89535.17122265701,0.6918988541606352,129405,-34.495826721191406,0.00341796875,0.26171875,0.7236328125,0.0,0.01123046875,-0.004210230887110811,100.08699250221252,3.3148686066269875,0.005236673665194758,0.06101563817355782,0.1362939476966858,-0.591854453086853,0.2805428826250136,13.392499011009932,-0.9519484043121338,-1.0,0.7137325406074524,0.0002986023901030421,0.01749545894563198,0.6066036224365234,0.30048781633377075,0.17278088629245758,0.1333349198102951,-1.1016769409179688,0.490952380952381,1.2742635011672974,2.113703727722168,0.2801036834716797,0.3066912591457367,0.2614055573940277,7,479.359488,
40,1084,4153620,54.15805411338806,90621.57217471804,0.6855351133943918,132191,-32.04255294799805,0.0029296875,0.234375,0.74560546875,0.0,0.01708984375,-0.002236787255646454,88.06301498413086,3.3014153440793357,0.006085375905867194,0.07446146497709884,0.15410387516021729,-0.5952544212341309,0.43412308850222164,18.205708901087444,-0.955751895904541,-1.0,0.7140184044837952,0.0002883139532059431,0.016703102737665176,0.6149043440818787,0.30308204889297485,0.17680715024471283,0.13501514494419098,-1.1293604373931885,0.4907142857142857,1.2455633878707886,2.08235502243042,0.27563393115997314,0.3069303333759308,0.261709600687027,6,479.359488,
41,1120,4289246,55.603116512298584,93876.9813081629,0.6921754037438463,135626,-31.00954818725586,0.0048828125,0.22265625,0.74658203125,0.0,0.02587890625,-0.004336500498336843,80.4876692030165,3.2880845136112637,0.0067853887934082495,0.08489455117119683,0.15251803398132324,-0.5983392000198364,0.35046063032415176,20.530602912108105,-0.9568449854850769,-1.0,0.7259294986724854,0.0002584574685897678,0.016464395448565483,0.6244567632675171,0.29566267132759094,0.18428122997283936,0.1445128619670868,-1.1154874563217163,0.49047619047619045,1.3480255603790283,2.092362403869629,0.27634960412979126,0.30861061811447144,0.2634274959564209,10,479.359488,
42,1156,4424369,56.91902017593384,102707.88548774594,0.7601066101829144,135123,-30.75090980529785,0.001953125,0.220703125,0.7548828125,0.0,0.0224609375,-0.00419328715522877,79.62283070882161,3.278919425275591,0.006141194743779326,0.075155946943495,0.1653580665588379,-0.5997654795646667,0.3212294243276119,15.326889687114292,-0.9560979604721069,-1.0,0.7261924743652344,0.00026718591107055545,0.014845733530819416,0.6205425262451172,0.30301448702812195,0.18203973770141602,0.13548831641674042,-1.0904852151870728,0.49023809523809525,0.9597564935684204,2.0579864978790283,0.2939414978027344,0.3067198693752289,0.26175838708877563,4,479.966208,
43,1192,4555496,58.418320417404175,87477.02289743417,0.6671167867596618,131127,-32.76787185668945,0.00390625,0.2421875,0.7373046875,0.0,0.0166015625,0.007859372545175979,91.35386011335585,3.271551145447625,0.0072188754256785614,0.09136743993601865,0.17241209745407104,-0.6021883487701416,0.7631336496108108,21.56488275527954,-0.9568463563919067,-1.0,0.7241029143333435,0.00027134266565553844,0.016426822170615196,0.6003224849700928,0.2982023060321808,0.17600089311599731,0.12611931562423706,-1.117369294166565,0.49,1.1360172033309937,2.104541540145874,0.29394105076789856,0.30596429109573364,0.26080766320228577,8,479.966208,
